,char,movie,mbti,votes
2133,John Watson,The Abominable Bride,XXXX,13 Pdb Votes
2134,Jane,The Sweetest Thing (2002),ISTJ,44 Pdb Votes
2135,Jemma Wells,Boss Level (2021),ISTJ,23 Pdb Votes
2136,Emily Stanton “Bingo”,Thunder Force,ISTJ,1 Pdb Vote
2137,William Stacks,Annie (2014),ISTJ,8 Pdb Votes
2138,Kurushima Michifusa,The Admiral: Roaring Currents,ISTJ,16 Pdb Votes
2139,Nate,Short Term 12 (2013),XXXX,11 Pdb Votes
2140,Pin-Up Girl,The Strangers,ISTJ,11 Pdb Votes
2141,Private Snowball,Full Metal Jacket (1987),ISTJ,7 Pdb Votes
2142,Cardinal Strauss,The Da Vinci Code,ISTJ,3 Pdb Votes
2143,Ms. Duret,Down A Dark Hall (2018),ISTJ,5 Pdb Votes
2144,Neva,Uncle Frank,ISTJ,17 Pdb Votes
2145,Mike Bledsoe,Uncle Frank,ISTJ,6 Pdb Votes
2146,Rusty,Home on the Range (2004),ISTJ,5 Pdb Votes
2147,Jeb,Home on the Range (2004),ISTJ,0
2148,Junior,Home on the Range (2004),ISTJ,0
2149,Abner,Home on the Range (2004),ISTJ,0
2150,Bella,Middle School: The Worst Years of My Life,ISTJ,1 Pdb Vote
2151,Monsieur Reyer,Phantom of The Opera: At The Royal Albert Hall,ISTJ,1 Pdb Vote
2152,Madame Giry,Phantom of The Opera: At The Royal Albert Hall,ISTJ,3 Pdb Votes
2153,Tihomirova Ekaterina Alexandrovna,Moscow Does Not Believe in Tears(1980),ISTJ,17 Pdb Votes
2154,Kim Hong Do,Portrait of a Beauty,ISTJ,1 Pdb Vote
2155,Lucinda Krementz,The French Dispatch (2021),ISTJ,52 Pdb Votes
2156,Lt. Nescaffier,The French Dispatch (2021),ISTJ,12 Pdb Votes
2157,"Patrick ""Pat"" Winslow",The Smurfs (2011),ISTJ,14 Pdb Votes
2158,Barclay,Another Country (1984),ISTJ,1 Pdb Vote
2159,David Fastidious,The Cornetto Trilogy,ISTJ,100 Pdb Votes
2160,Philip,The Cornetto Trilogy,ISTJ,24 Pdb Votes
2161,Reza,"As Above, So Below (2014)",ISTJ,1 Pdb Vote
2162,Imhotep,The Mummy (1932),ISTJ,3 Pdb Votes
2163,Lucas Harper,Mindhunters (2004),ISTJ,4 Pdb Votes
2164,Chief St. Cloud,Ernest P. Worrell (Franchise),ISTJ,5 Pdb Votes
2165,Bobby,Ernest P. Worrell (Franchise),ISTJ,4 Pdb Votes
2166,Min-jung,Peninsula (2020),ISTJ,5 Pdb Votes
2167,Ken Scott,After (Film Trilogy),ISTJ,10 Pdb Votes
2168,Herb “Mac” McMahon,Speed (1994),ISTJ,4 Pdb Votes
2169,Ruth Condomine,Blithe Spirit (2020),ISTJ,5 Pdb Votes
2170,The Creature,The Curse of Frankenstein (1957),ISTJ,11 Pdb Votes
2171,Sturmbannführer Knopp,Swing Kids (1993),ISTJ,3 Pdb Votes
2172,Frau Müller,Swing Kids (1993),ISTJ,63 Pdb Votes
2173,Daisy Duck,"Mickey, Donald, Goofy: The Three Musketeers (2004)",ISTJ,17 Pdb Votes
2174,Sheriff James Brody,Bloody Birthday (1981),ISTJ,2 Pdb Votes
2175,Steven Seton,Bloody Birthday (1981),ISTJ,3 Pdb Votes
2176,Jess,rough night,ISTJ,8 Pdb Votes
2177,Derrick Webb,Gossip (2000),XXXX,1 Pdb Vote
2178,Captain Von Trapp,The Sound of Music (1959),ISTJ,3 Pdb Votes
2179,George Washington,Mr. Peabody & Sherman (2014),ISTJ,5 Pdb Votes
2180,Queen Victoria,Mr. Peabody & Sherman (2014),ISTJ,2 Pdb Votes
2181,"Ay, The Great Vizier",Mr. Peabody & Sherman (2014),ISTJ,4 Pdb Votes
2182,Bernard The Bull,Where the Wild Things Are,ISTJ,6 Pdb Votes
2183,Stuart Couch,The Mauritanian (2021),ISTJ,79 Pdb Votes
2184,Daniel,The Map of Tiny Perfect Things (2021),ISTJ,5 Pdb Votes
2185,Hodak,Charlie's Angels (2019),ISTJ,5 Pdb Votes
2186,Mr. Truman,Expelled (2014),ISTJ,1 Pdb Vote
2187,The Janitor,Willy's Wonderland (2021),ISTJ,2 Pdb Votes
2188,Michael,Boy Erased (2018),ISTJ,5 Pdb Votes
2189,Sammael,Hellboy (2004),XXXX,3 Pdb Votes
2190,M. Martin,The Grand Budapest Hotel (2014),ISTJ,1 Pdb Vote
2191,H.H. Hughson,To Catch a Thief (1955),ISTJ,1 Pdb Vote
2192,Mr. Will,Electrick Children (2012),ISTJ,105 Pdb Votes
2193,Mycroft Holmes,Mr. Holmes,ISTJ,0
2194,Dr. Barrie,Mr. Holmes,ISTJ,0
2195,Çetin,Öteki Taraf,ISTJ,0
2196,Dr. Clayton “Teddy” Oglethorpe,Don’t Look Up (2021),ISTJ,0
2197,Kirby,My Brave Little Toaster (1987),ISTJ,0
2198,Vera,Hard Day,ISTJ,0
2199,Ivan Mikhailovich,Hard Day,ISTJ,0
2200,Ralph,Rampage (2018),ISTJ,8 Pdb Votes
2201,Roz,9 To 5 (1980),ISTJ,1 Pdb Vote
2202,Alawa,Land (2021),ISTJ,1 Pdb Vote
2203,Barge Skipper,The Dig (2021),ISTJ,2 Pdb Votes
2204,Camila Robot,Space Sweepers (2021),ISTJ,1 Pdb Vote
2205,"Agent Richard ""Dick"" Gill",Hackers (1995),ISTJ,5 Pdb Votes
2206,George Kittredge,High Society,XXXX,40 Pdb Votes
2207,Belloc,Firebreather (2010),XXXX,9 Pdb Votes
2208,Peter Llewelyn Davies,Finding Neverland (2004),ISTJ,2 Pdb Votes
2209,Roy Mitchell,Judas and the Black Messiah (2021),ISTJ,19 Pdb Votes
2210,Klytus,Flash Gordon (1980),ISTJ,11 Pdb Votes
2211,Brother Baxter,Sing Street (2016),ISTJ,5 Pdb Votes
2212,Theresa,Kajillionaire (2020),ISTJ,2 Pdb Votes
2213,Deidre Saxby,God's Own Country (2017),ISTJ,1 Pdb Vote
2214,TSA Dog,Acts Of Vengeance,XXXX,2 Pdb Votes
2215,Chief James E. Davis,Changeling,ISTJ,1 Pdb Vote
2216,Robinson,Finding 'Ohana (2021),ISTJ,4 Pdb Votes
2217,Sergeant Mike Gleeson,Eye in the Sky,ISTJ,7 Pdb Votes
2218,Martín,Below Zero (2021),ISTJ,9 Pdb Votes
2219,Leo,House of Flying Daggers (2004),ISTJ,8 Pdb Votes
2220,Detective Norelli,The Woman in the Window (2021),ISTJ,2 Pdb Votes
2221,Edward Fox,The Woman in the Window (2021),ISTJ,27 Pdb Votes
2222,Laura Klein,Fearless (1993),XXXX,14 Pdb Votes
2223,Augusta Longbottom,Harry Potter / Wizarding World Films,ISTJ,411 Pdb Votes
2224,Rodolphus Lestrange,Harry Potter / Wizarding World Films,ISTJ,38 Pdb Votes
2225,Namaari,Raya and the Last Dragon (2021),ISTJ,10 Pdb Votes
2226,Kreacher,Harry Potter / Wizarding World Films,ISTJ,1 Pdb Vote
2227,Frank Bryce,Harry Potter / Wizarding World Films,ISTJ,2 Pdb Votes
2228,prof. Strouhal,Pártyhard (2019),ISTJ,14 Pdb Votes
2229,Miss Bowers,Death on the Nile (1978),ISTJ,94 Pdb Votes
2230,Brad Anderson,Adventures in Babysitting (1987),ISTJ,16 Pdb Votes
2231,Simone,The French Dispatch (2021),ISTJ,10 Pdb Votes
2232,Larry Lipton,Manhattan Murder Mystery,ISTJ,22 Pdb Votes
2233,Selim Kara,Son Yaz,ISTJ,5 Pdb Votes
2234,Mike Norris,Chucky,ISTJ,4 Pdb Votes
2235,Vic,Cujo (1981),ISTJ,3 Pdb Votes
2236,Jeong Woo,Daisy (2006),ISTJ,2 Pdb Votes
2237,Sam the Lion,The Last Picture Show (1971),ISTJ,9 Pdb Votes
2238,Qiao Ran,Fleet of Time,ISTJ,3 Pdb Votes
2239,Edward Cowart,"Extremely Wicked, Shockingly Evil and Vile (2019)",ISTJ,7 Pdb Votes
2240,Thomas Bennett,The Impossible (2012),ISTJ,1 Pdb Vote
2241,Nick,Who's Afraid of Virginia Woolf?,ISTJ,31 Pdb Votes
2242,Mr. Phipps,D.E.B.S. (2004),ISTJ,3 Pdb Votes
2243,Judy Hicks,Scream (Franchise),ISTJ,11 Pdb Votes
2244,Ms. Sherwood,Jawbreaker (1999),ISTJ,12 Pdb Votes
2245,Françoise Beretton,La Boum (1 & 2),ISTJ,4 Pdb Votes
2246,Tommy Tilden,The Autopsy of Jane Doe (2016),ISTJ,3 Pdb Votes
2247,Cevdet,Azizler (2021),ISTJ,2 Pdb Votes
2248,Ursel,Colonia (2015),ISTJ,0
2249,Fermat,Fermat's Room (La habitación de Fermat) (2007),ISTJ,0
2250,Lt. Thomas Harp,Outside the Wire (2021),ISTJ,7 Pdb Votes
2251,Basil Brown,The Dig (2021),ISTJ,33 Pdb Votes
2252,Jim Hanson,The Marksman (2021),ISTJ,7 Pdb Votes
2253,Gerda,Maleficent (2014),ISTJ,32 Pdb Votes
2254,John “Jack” Worthing,The Importance of Being Earnest (2002),ISTJ,10 Pdb Votes
2255,Joe “Deke” Deacon,The Little Things (2021),ISTJ,27 Pdb Votes
2256,Jean-Pierre Goulard,Les Visiteurs,ISTJ,13 Pdb Votes
2257,Hugo,Barbie As Rapunzel (2002),ISTJ,25 Pdb Votes
2258,King Wilhelm,Barbie As Rapunzel (2002),XXXX,9 Pdb Votes
2259,Marybeth Elliott,Gone Girl (2014),ISTJ,15 Pdb Votes
2260,Officer James Gilpin,Gone Girl (2014),ISTJ,20 Pdb Votes
2261,Ashburn,The Heat,ISTJ,57 Pdb Votes
2262,Mr. Hall,Clueless (1995),ISTJ,26 Pdb Votes
2263,Major-Domo,Isle of Dogs (2018),ISTJ,16 Pdb Votes
2264,Charley Varrick,Charley Varrick,ISTJ,2 Pdb Votes
2265,Professor Gelson,Black Christmas (2019),ISTJ,1 Pdb Vote
2266,Little General,White Snake (2019),ISTJ,7 Pdb Votes
2267,Dark General,White Snake (2019),ISTJ,14 Pdb Votes
2268,Roy Parmenter,Little Nikita (1988),ISTJ,5 Pdb Votes
2269,Frederick Sackville-Bagg,The Little Vampire (2000),ISTJ,10 Pdb Votes
2270,Emily Parris,The Sisterhood Of Night (2014),XXXX,2 Pdb Votes
2271,Steve Bowman,Perfect Sisters (2014),ISTJ,6 Pdb Votes
2272,Older Guy,The Nice Guys (2016),ISTJ,5 Pdb Votes
2273,Maj. Rebecca Childs,The Core,ISTJ,14 Pdb Votes
2274,Kathy Adamson,Little Children (2006),XXXX,4 Pdb Votes
2275,Julian,Only God Forgives (2013),ISTJ,32 Pdb Votes
2276,John Arable,Charlotte's Web,ISTJ,6 Pdb Votes
2277,Del,I Think We're Alone Now (2018),ISTJ,2 Pdb Votes
2278,Sırrı Abi,Kolpaçino,ISTJ,6 Pdb Votes
2279,Arnau,Safety Not Guaranteed (2012),ISTJ,1 Pdb Vote
2280,Oona,Feel the Beat (2020),ISTJ,20 Pdb Votes
2281,Agente Edu,O Doutrinador,ISTJ,39 Pdb Votes
2282,Henckels,The Grand Budapest Hotel (2014),ISTJ,9 Pdb Votes
2283,Kovacs,The Grand Budapest Hotel (2014),ISTJ,26 Pdb Votes
2284,Herr Mendl,The Grand Budapest Hotel (2014),ISTJ,4 Pdb Votes
2285,Anne Yi,Minari (2020),ISTJ,109 Pdb Votes
2286,Koen,Where Hands Touch (2018),ISTJ,8 Pdb Votes
2287,Meg Kelly,Monte Carlo (2011),ISTJ,8 Pdb Votes
2288,Nora,Barbie: The Princess And The Popstar,ISTJ,4 Pdb Votes
2289,Apoc,The Matrix Trilogy,ISTJ,6 Pdb Votes
2290,Thorn,The Lost Boys (1987),ISTJ,27 Pdb Votes
2291,Max's Mom,The Adventures of Sharkboy and Lavagirl (2005),ISTJ,40 Pdb Votes
2292,Nobu Toshikazu,Memoirs of a Geisha (2005),ISTJ,55 Pdb Votes
2293,Mameha,Memoirs of a Geisha (2005),ISTJ,2 Pdb Votes
2294,Jane Ryan,New York Minute (2004),ISTJ,5 Pdb Votes
2295,Jack Stalter,"Endings, Beginnings (2019)",ISTJ,9 Pdb Votes
2296,Audrey Woods,Laws of Attraction (2004),ISTJ,2 Pdb Votes
2297,The TV Director,A Hard Day's Night (1964),ISTJ,2 Pdb Votes
2298,Mehar,Fist Fight (2017),ISTJ,0
2299,Arthur Pope,Running on Empty (1988),ISTJ,0
2300,Kaito,Still the Water,ISTJ,8 Pdb Votes
2301,Fast Forward,We Can Be Heroes (2020),ISTJ,16 Pdb Votes
2302,Claire Simone,The Monuments Men (2014),ISTJ,9 Pdb Votes
2303,Donald Jeffries,The Monuments Men (2014),XXXX,1 Pdb Vote
2304,Fitzwilliam Darcy,Pride and Prejudice (1995),XXXX,5 Pdb Votes
2305,Fife,Beauty and the Beast (Franchise),ISTJ,9 Pdb Votes
2306,Zöe Washburne,Serenity (2005),ISTJ,4 Pdb Votes
2307,Samira,Immaculate Conception (1992),ISTJ,1 Pdb Vote
2308,Bob Wallace,White Christmas (1954),ISTJ,18 Pdb Votes
2309,Snakes (Gangster #2),Home Alone,ISTJ,12 Pdb Votes
2310,Mr. Grizzlepuss,The Little Panda Fighter (2008),XXXX,12 Pdb Votes
2311,Kyle Davidson,The Thing Called Love (1993),ISTJ,2 Pdb Votes
2312,Marcus Moreno,We Can Be Heroes (2020),ISTJ,13 Pdb Votes
2313,Hugh Lang,Flight (2012),XXXX,1 Pdb Vote
2314,Jennifer,The Breaker Upperers (2008),ISTJ,2 Pdb Votes
2315,Johann Krauss,Hellboy 2: The Golden Army (2008),ISTJ,4 Pdb Votes
2316,Joseph Palmer,The Judge (2014),ISTJ,18 Pdb Votes
2317,Lurch,The Addams Family (2019),ISTJ,24 Pdb Votes
2318,Stabbington Brother #2,Tangled (2010),ISTJ,37 Pdb Votes
2319,Almansa,Celda 211,ISTJ,3 Pdb Votes
2320,Queen Elizabeth II,Death to 2020,ISTJ,2 Pdb Votes
2321,Tennyson Foss,Death to 2020,ISTJ,3 Pdb Votes
2322,Dr. Olsen,The Cabinet of Dr. Caligari (1920),ISFJ,2 Pdb Votes
2323,Trevino,The Mule (2018),ISTJ,2 Pdb Votes
2324,Sara,O Cavaleiro Didi e a Princesa Lili (2006),ISTJ,1 Pdb Vote
2325,Rainha Valentina,O Cavaleiro Didi e a Princesa Lili (2006),ISTJ,1 Pdb Vote
2326,Germano,Modo Avião,ISTJ,1 Pdb Vote
2327,Lúcia,Cinderela Pop,XXXX,2 Pdb Votes
2328,Sargento Osvaldo Ferrer,My Best Enemy (Mi mejor enemigo) (2005),ISTJ,1 Pdb Vote
2329,Darcy,Bring It On (franchise),ISTJ,6 Pdb Votes
2330,Louis Winthorpe III,Trading Places,ISTJ,29 Pdb Votes
2331,Dorey Walker,Miracle on 34th Street (1994),ISTJ,10 Pdb Votes
2332,Susan Walker,Miracle on 34th Street (1994),XXXX,16 Pdb Votes
2333,Howard,Matinee (1993),ISTJ,2 Pdb Votes
2334,Marta Andrich,Last Christmas (2019),ISTJ,9 Pdb Votes
2335,Takumi,Be with You (2004),ISTJ,1 Pdb Vote
2336,Fisher,Runaway Bride (1999),ISTJ,1 Pdb Vote
2337,Jean-Michel Rouche,Le Mystére Henri Pick (2019),ISTJ,2 Pdb Votes
2338,"Roman J. Israel, Esq.","Roman J. Israel, Esq.",ISTJ,9 Pdb Votes
2339,Saul Ausländer,Son of Saul (2015),ISTJ,9 Pdb Votes
2340,King Constantine,Barbie: Star Light Adventure,ISTJ,8 Pdb Votes
2341,Mrs. Beech,Goodnight Mister Tom,ISTJ,7 Pdb Votes
2342,Tom Oakley,Goodnight Mister Tom,ISTJ,12 Pdb Votes
2343,Fox,The Warriors (1979),ISTJ,8 Pdb Votes
2344,Hutch Mansell,Nobody,ISTJ,310 Pdb Votes
2345,Dr. Louis Judd,Cat People (1942),ISTJ,2 Pdb Votes
2346,Mrs. Shields,A Christmas Story (1983),ISTJ,18 Pdb Votes
2347,Ebenezer Scrooge,Mr. Magoo's Christmas Carol,ISTJ,4 Pdb Votes
2348,Lee,The Magnificent Seven (1960),ISTJ,8 Pdb Votes
2349,Jouko,A Moment in the Reeds,ISTJ,1 Pdb Vote
2350,Joey Knish,Rounders (1998),ISTJ,2 Pdb Votes
2351,Peache's Father,Ken Park (2002),ISTJ,4 Pdb Votes
2352,Billy Murphy,The Final Girls,ISTJ,2 Pdb Votes
2353,Horus,Stargate (1994),ISTJ,3 Pdb Votes
2354,General W.O. West,Stargate (1994),ISTJ,2 Pdb Votes
2355,Mr. Lackey,Mysterious Skin (2004),ISTJ,2 Pdb Votes
2356,Miriam Hart,Begin Again (2013),ISTJ,14 Pdb Votes
2357,Saul,Begin Again (2013),ESTJ,1 Pdb Vote
2358,Allison Scott,Knocked Up (2007),ISTJ,13 Pdb Votes
2359,Kyoko,Ex Machina (2014),ISTJ,60 Pdb Votes
2360,Mrs. Greene,The Prom (2020),ISTJ,21 Pdb Votes
2361,Tim,You Again (2010),ISTJ,5 Pdb Votes
2362,Eli,The Book of Eli,ISTJ,30 Pdb Votes
2363,Paul Maddens,Nativity (2009),ISTJ,37 Pdb Votes
2364,Chris,Fatman (2020),ISTJ,11 Pdb Votes
2365,David Kidney,Legally Blonde (2001),ISTJ,39 Pdb Votes
2366,Syclla,Barbie: The Pearl Princess,ISTJ,9 Pdb Votes
2367,Takeshi,Ninja Assassin,ISTJ,1 Pdb Vote
2368,Smokey,Cars (Franchise),ISTJ,6 Pdb Votes
2369,Capt Yonoi,"Merry Christmas, Mr. Lawrence",ISTJ,37 Pdb Votes
2370,Walter,Alien: Covenant,ISTJ,14 Pdb Votes
2371,"Jim ""Miami"" Beach",Bohemian Rhapsody (2018),ISTJ,16 Pdb Votes
2372,Agent Sarah Wilson,Geostorm,ISTJ,8 Pdb Votes
2373,Peter,Holidate,XXXX,7 Pdb Votes
2374,Mrs. Danvers,Should be Rebecca (1940),ISTJ,18 Pdb Votes
2375,Maxim de Winter,Should be Rebecca (1940),ISTJ,17 Pdb Votes
2376,Captain Philip Hoffman,The Nutcracker And The Four Realms,ISTJ,28 Pdb Votes
2377,Wei Minzhi,Not One Less (1999),ESTJ,1 Pdb Vote
2378,Detective Hotch,The Panic in Needle Park (1971),XXXX,1 Pdb Vote
2379,Gerardo,Caro diario (1993),ISTJ,76 Pdb Votes
2380,Clive Badger,Fantastic Mr. Fox (2009),ISTJ,18 Pdb Votes
2381,Wilhelmina 'Wil' Pang,Saving Face (2005),ISTJ,4 Pdb Votes
2382,Overlærer Toft Lassen,Der Kommer en Dag (The Day will come),ISTJ,4 Pdb Votes
2383,Dean Vernon Wormer,Animal House,ISTJ,3 Pdb Votes
2384,Province Governor,Rescue Dawn (2006),ISTJ,4 Pdb Votes
2385,Joseph Mankiewicz,Mank (2020),ISTJ,41 Pdb Votes
2386,John Knox,Mary Queen of Scots (2018),ISTJ,3 Pdb Votes
2387,Sergeant Werner Rachtman,Inglourious Basterds (2009),ISTJ,18 Pdb Votes
2388,Dave Roberts,The Bromley Boys (2018),XXXX,15 Pdb Votes
2389,Valerie Brown,Josie and the Pussycats (2001),ISTJ,1 Pdb Vote
2390,Air Marshall Jon,Bridesmaids (2011),ISTJ,1 Pdb Vote
2391,Archie,Maurice (1987),ISTJ,23 Pdb Votes
2392,Reverend Borenius,Maurice (1987),ISTJ,2 Pdb Votes
2393,Dean Cornwallis,Maurice (1987),XXXX,28 Pdb Votes
2394,Lionel Dahmer,My Friend Dahmer (2017),ISTJ,1 Pdb Vote
2395,Shifu,Legend of a Rabbit,ISTJ,2 Pdb Votes
2396,Shuhei,Mother (2020),ISTJ,3 Pdb Votes
2397,David Kim,My Spy (2020),ISTJ,0
2398,Friedrich Kalkbrenner,A Song to Remember,ISTJ,0
2399,Adrienne Hunt,If Beale Street Could Talk,ISTJ,0
2400,Dr. Leon Patterson,Stay (2005),ISTJ,13 Pdb Votes
2401,Deputy,Badlands (1973),XXXX,1 Pdb Vote
2402,Baek Mi-hyun,The Call (2020),XXXX,4 Pdb Votes
2403,Detective Simonelli,Megan Is Missing (2011),ISTJ,2 Pdb Votes
2404,Dr. Salinger,The Girl Next Door (2004),ISTJ,1 Pdb Vote
2405,Jules Albans (Julian's dad),Wonder (2017),ISTJ,4 Pdb Votes
2406,Infernocus,Transformers (Bayverse),XXXX,12 Pdb Votes
2407,Scavenger,Transformers (Bayverse),ISTJ,2 Pdb Votes
2408,Overload,Transformers (Bayverse),ISTJ,1 Pdb Vote
2409,Ted Caldwell,Happiest Season (2020),ISTJ,30 Pdb Votes
2410,Montague,Romeo and Juliet: Sealed with a Kiss,ISTJ,4 Pdb Votes
2411,Officer Williams,Love The Coopers,ISTJ,10 Pdb Votes
2412,Flying Snow,Hero (2002) (英雄),ISTJ,5 Pdb Votes
2413,Sir George “Kung Fu George”,King Arthur: Legend of the Sword (2017),ISTJ,6 Pdb Votes
2414,Saunders,James Bond Film Series,ISTJ,5 Pdb Votes
2415,Tom (Fox Mask),You're Next,ISTJ,2 Pdb Votes
2416,Priya,Vikram Vedha,ISTJ,8 Pdb Votes
2417,"Det. ""Dell"" Delgetti",Bullitt (1968),ISTJ,4 Pdb Votes
2418,Lord Robert Scott,Megamind (2010),ISTJ,10 Pdb Votes
2419,Karl Koller,Downfall (2004),XXXX,5 Pdb Votes
2420,Mindy Park,The Martian (2015),ISTJ,4 Pdb Votes
2421,Beth Johanssen,The Martian (2015),ISTJ,1 Pdb Vote
2422,Selma,Head-On (Gegen die Wand),ISTJ,21 Pdb Votes
2423,Henry Willson,Hollywood (miniserie),XXXX,12 Pdb Votes
2424,Sherman Schrader III,Accepted (2006),ISTJ,10 Pdb Votes
2425,Mackenzie Walsh,Godmothered (2020),ISTJ,2 Pdb Votes
2426,Boniface,Les Choristes (2004),ISTJ,26 Pdb Votes
2427,Greg Wells,The Secret: Dare to Dream (2020),ISTJ,7 Pdb Votes
2428,Balthazar Blake,The Sorcerer’s Apprentice (2010),ISTJ,3 Pdb Votes
2429,Sister Catherine,Words on Bathroom Walls (2020),ISTJ,4 Pdb Votes
2430,Mr. Simpson,Ballet Shoes,XXXX,20 Pdb Votes
2431,Chu,Eat Drink Man Woman,ISTJ,5 Pdb Votes
2432,The Archivist,Cloud Atlas (2012),ISTJ,4 Pdb Votes
2433,Rumblehorn,How to Train Your Dragon (Franchise),XXXX,27 Pdb Votes
2434,Skullcrusher,How to Train Your Dragon (Franchise),ISTJ,2 Pdb Votes
2435,Janine,He's Just Not That Into You,ISTJ,23 Pdb Votes
2436,Deputy Gary Hunt (Halloween II),Halloween (1978),ISTJ,36 Pdb Votes
2437,Klaus Daimler,The Life Aquatic with Steve Zissou (2004),ISTJ,38 Pdb Votes
2438,Agent Alan Ward,Mississippi Burning,ISTJ,33 Pdb Votes
2439,Finn's Father “The Man Upstairs”,The Lego Movie (Franchise),ISTJ,5 Pdb Votes
2440,Malvina,The Adventures of Buratino (Priklyucheniya Buratino; 1976),ISTJ,1 Pdb Vote
2441,David,Through a Glass Darkly (1961) (Såsom i en spegel),ISTJ,5 Pdb Votes
2442,Janet,Miss Congeniality franchise,XXXX,2 Pdb Votes
2443,Umberto Domenico Ferrari,Umberto D (1952),ISTJ,9 Pdb Votes
2444,Uncle Kessler,Europa (1991),ISTJ,5 Pdb Votes
2445,Kodi,Balto (1995),ISTJ,124 Pdb Votes
2446,Lucius Modestus,Thermae Romae (2012),ISTJ,10 Pdb Votes
2447,Lawrence,The Princess and the Frog (2009),ISTJ,0
2448,Holt Farrier,Dumbo (2019),ISTJ,0
2449,Voletta Wallace,Notorious (2009),ISTJ,0
2450,Kent,Real Genius,ISTJ,5 Pdb Votes
2451,Hannah,Made of Honor (2008),ISTJ,28 Pdb Votes
2452,Earl Huttinger,Rumor Has It... (2005),ISTJ,1 Pdb Vote
2453,Bill Maplewood,Happiness (1998),ISTJ,18 Pdb Votes
2454,Dasha,Brat / Brother (1997),ISTJ,9 Pdb Votes
2455,Leonard Attwell,Harry Brown (2009),XXXX,1 Pdb Vote
2456,Kate Armstrong,No Reservations (2007),ISTJ,40 Pdb Votes
2457,Lars,Cadaver,ISTJ,4 Pdb Votes
2458,Dr Woodward,Super 8 (2011),ISTJ,2 Pdb Votes
2459,Martin,Super 8 (2011),ISTJ,2 Pdb Votes
2460,The Lady Who Refuses to Give Information,No Country for Old Men (2007),ISTJ,71 Pdb Votes
2461,Jerry,1BR (2019),ISTJ,1 Pdb Vote
2462,Doyle,Interstellar (2014),ISTJ,29 Pdb Votes
2463,James Greer,Patriot Games (1992),XXXX,1 Pdb Vote
2464,Jade,Over the Moon (2020),ISTJ,7 Pdb Votes
2465,Tim Conrad,Dinner for Schmucks (2010),ISTJ,17 Pdb Votes
2466,Harry Caul,The Conversation (1974),ISTJ,40 Pdb Votes
2467,R.J. Stringer,The Witches (2020),ISTJ,6 Pdb Votes
2468,Pastor Jonathan Bright,Borat (Series),ISTJ,2 Pdb Votes
2469,Ms. Gunther,Last Holiday,ISTJ,6 Pdb Votes
2470,Jemmy,Goat Story Franchise,ISTJ,16 Pdb Votes
2471,Frank Forster,Gremlins 2: The New Batch,ISTJ,5 Pdb Votes
2472,Mr. Wing,Gremlins 2: The New Batch,ISTJ,5 Pdb Votes
2473,Sheriff Eben Oleson,30 Days of Night (2007),ISTJ,10 Pdb Votes
2474,Fundiswa Mhlanga,District 9 (2009),ISTJ,2 Pdb Votes
2475,Agent Meyers,Honest Thief (2020),ISTJ,5 Pdb Votes
2476,Richard Schultz,The Trial of the Chicago 7 (2020),ISTJ,42 Pdb Votes
2477,Dr. Miranda North,Life (2017),ISTJ,11 Pdb Votes
2478,Bill Goodfellowe,Wolfwalkers (2020),ISTJ,78 Pdb Votes
2479,Mike,But I'm a Cheerleader (1999),ISTJ,11 Pdb Votes
2480,Hilary Vandermueller,But I'm a Cheerleader (1999),ISTJ,23 Pdb Votes
2481,Ma Joad,The Grapes of Wrath (1940),XXXX,1 Pdb Vote
2482,Moishe Rosenblum,Sophie's Choice (1982),ISTJ,14 Pdb Votes
2483,Antonio Musicardi,Esperando la carroza,ISTJ,3 Pdb Votes
2484,Lucy Chang,Starter for 10,ISTJ,2 Pdb Votes
2485,Guy Lambert,Double Trouble (1967),ISTJ,7 Pdb Votes
2486,Carol Finnerty,White House Down (2013),ISTJ,2 Pdb Votes
2487,Mr.Lester Hennessey,Hubie Halloween (2020),ISTJ,1 Pdb Vote
2488,Richie Hartman,Hubie Halloween (2020),ISTJ,33 Pdb Votes
2489,Frederick Treves,The Elephant Man (1980),ISTJ,12 Pdb Votes
2490,Larson,Happy Gilmore (1996),ISTJ,5 Pdb Votes
2491,Sanjay,The Book of Life (2014),ISTJ,6 Pdb Votes
2492,General Posada,The Book of Life (2014),ISTJ,34 Pdb Votes
2493,Ernest Menville,Death Becomes Her (1992),XXXX,3 Pdb Votes
2494,Ishida Kun,Bleach (2018),XXXX,1 Pdb Vote
2495,Uncle Henry,The Wizard of Oz,ISTJ,36 Pdb Votes
2496,Heather Fitzgerald,Black Christmas (2006),ISTJ,2 Pdb Votes
2497,Howard Simons,All the President's Men (1976),ISTJ,2 Pdb Votes
2498,Mr. Chauncey,Bad Girls From Valley High (2005),ISTJ,0
2499,Bettina,"Maries Lied: Ich war, ich weiß nicht wo",ISTJ,0
2500,Lloyd,The Shining (1980),ISTJ,49 Pdb Votes
2501,Alan,The Boys in The Band,ISTJ,20 Pdb Votes
2502,Michael,The Boys in The Band,ISTJ,29 Pdb Votes
2503,Douglas,Where the Wild Things Are,ISTJ,2 Pdb Votes
2504,"Catherine of Aragon, Queen Of England",The Other Boleyn Girl,ISTJ,5 Pdb Votes
2505,Mr. Mole,Thumbelina (1994),ISTJ,13 Pdb Votes
